fileName,cropType,fieldID,region,fold_random,fold_busia_test,fold_bungoma_test,fold_siaya_test
kenya_2017_sentinel2_timeseries_51.npy,Maize,94,pilot,train,train,train,train
kenya_2017_sentinel2_timeseries_52.npy,Maize,95,pilot,train,train,train,train
kenya_2017_sentinel2_timeseries_53.npy,Maize,96,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_54.npy,Sweet Potatoes,97,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_55.npy,Maize,98,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_56.npy,Non-Crop,101,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_57.npy,Sugar Cane,104,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_58.npy,Maize,105,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_59.npy,Maize,106,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_60.npy,Sugar Cane,108,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_61.npy,Maize,110,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_62.npy,Maize,111,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_63.npy,Maize,112,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_64.npy,Banana,113,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_65.npy,Maize,114,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_66.npy,Other,115,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_67.npy,Maize,116,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_68.npy,Maize,117,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_69.npy,Maize,118,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_70.npy,Sugar Cane,119,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_71.npy,Non-Crop,120,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_72.npy,Maize,121,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_73.npy,Maize,122,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_74.npy,Maize,123,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_75.npy,Maize,125,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_76.npy,Maize,126,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_77.npy,Maize,127,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_78.npy,Maize,128,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_79.npy,Maize,129,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_80.npy,Sweet Potatoes,130,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_81.npy,Maize,131,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_82.npy,Maize,132,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_83.npy,Maize,133,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_84.npy,Maize,134,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_85.npy,Maize,136,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_86.npy,Maize,139,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_87.npy,Maize,141,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_88.npy,Maize,143,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_89.npy,Maize,144,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_90.npy,Groundnut,145,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_91.npy,Sugar Cane,147,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_92.npy,Maize,148,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_93.npy,Maize,149,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_94.npy,Maize,151,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_95.npy,Maize,152,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_96.npy,Sugar Cane,153,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_97.npy,Maize,154,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_98.npy,Maize,155,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_99.npy,Non-Crop,157,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_100.npy,Maize,158,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_101.npy,Maize,159,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_102.npy,Sugar Cane,161,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_103.npy,Maize,163,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_104.npy,Sugar Cane,164,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_105.npy,Maize,165,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_106.npy,Maize,166,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_107.npy,Maize,167,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_108.npy,Maize,168,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_109.npy,Maize,169,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_110.npy,Sugar Cane,170,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_111.npy,Maize,172,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_112.npy,Non-Crop,173,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_113.npy,Maize,174,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_114.npy,Banana,176,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_115.npy,Sugar Cane,177,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_116.npy,Sugar Cane,178,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_117.npy,Maize,180,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_118.npy,Maize,181,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_119.npy,Maize,182,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_120.npy,Other,183,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_121.npy,Maize,184,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_122.npy,Maize,185,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_123.npy,Maize,186,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_124.npy,Non-Crop,187,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_125.npy,Maize,188,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_126.npy,Maize,189,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_127.npy,Maize,190,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_128.npy,Banana,191,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_129.npy,Maize,193,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_130.npy,Maize,194,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_131.npy,Maize,195,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_132.npy,Maize,196,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_133.npy,Sugar Cane,197,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_134.npy,Maize,198,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_135.npy,Sugar Cane,200,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_136.npy,Sugar Cane,201,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_137.npy,Maize,202,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_138.npy,Maize,204,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_139.npy,Maize,206,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_140.npy,Maize,207,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_141.npy,Maize,208,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_142.npy,Maize,209,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_143.npy,Maize,210,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_144.npy,Maize,211,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_145.npy,Maize,212,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_146.npy,Maize,213,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_147.npy,Maize,214,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_148.npy,Maize,215,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_149.npy,Maize,216,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_150.npy,Sugar Cane,217,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_151.npy,Maize,218,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_152.npy,Maize,219,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_153.npy,Maize,220,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_154.npy,Maize,221,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_155.npy,Maize,222,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_156.npy,Maize,223,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_157.npy,Maize,224,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_158.npy,Maize,225,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_159.npy,Sugar Cane,226,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_160.npy,Maize,227,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_161.npy,Maize,228,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_162.npy,Maize,229,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_163.npy,Maize,230,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_164.npy,Maize,231,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_165.npy,Non-Crop,233,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_166.npy,Sugar Cane,234,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_167.npy,Maize,235,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_168.npy,Maize,236,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_169.npy,Maize,237,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_170.npy,Maize,238,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_171.npy,Banana,239,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_172.npy,Maize,240,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_173.npy,Non-Crop,241,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_174.npy,Maize,242,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_175.npy,Maize,244,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_176.npy,Non-Crop,246,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_177.npy,Maize,247,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_178.npy,Maize,248,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_179.npy,Banana,249,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_180.npy,Sugar Cane,250,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_181.npy,Maize,251,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_182.npy,Sugar Cane,252,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_183.npy,Non-Crop,254,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_184.npy,Banana,255,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_185.npy,Maize,256,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_186.npy,Maize,257,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_187.npy,Other,259,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_188.npy,Maize,261,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_189.npy,Maize,262,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_190.npy,Sugar Cane,263,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_191.npy,Sweet Potatoes,264,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_192.npy,Maize,265,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_193.npy,Maize,266,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_194.npy,Sugar Cane,268,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_195.npy,Maize,269,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_196.npy,Sugar Cane,271,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_197.npy,Banana,272,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_198.npy,Other,273,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_199.npy,Other,274,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_200.npy,Non-Crop,275,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_201.npy,Non-Crop,276,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_202.npy,Sugar Cane,277,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_203.npy,Maize,278,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_204.npy,Sugar Cane,280,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_205.npy,Maize,282,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_206.npy,Maize,283,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_207.npy,Maize,284,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_208.npy,Sugar Cane,285,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_209.npy,Maize,286,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_210.npy,Maize,287,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_211.npy,Maize,288,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_212.npy,Banana,289,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_213.npy,Maize,290,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_214.npy,Maize,291,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_215.npy,Sugar Cane,292,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_216.npy,Maize,293,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_217.npy,Non-Crop,295,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_218.npy,Sugar Cane,296,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_219.npy,Non-Crop,298,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_220.npy,Maize,299,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_221.npy,Banana,301,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_222.npy,Maize,302,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_223.npy,Maize,303,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_224.npy,Maize,304,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_225.npy,Sugar Cane,305,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_226.npy,Maize,306,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_227.npy,Sugar Cane,307,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_228.npy,Maize,308,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_229.npy,Maize,309,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_230.npy,Sugar Cane,310,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_231.npy,Maize,312,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_232.npy,Maize,313,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_233.npy,Sugar Cane,314,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_234.npy,Maize,315,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_235.npy,Maize,317,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_236.npy,Maize,318,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_237.npy,Maize,319,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_238.npy,Maize,320,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_239.npy,Maize,321,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_240.npy,Sugar Cane,322,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_241.npy,Other,324,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_242.npy,Sugar Cane,325,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_243.npy,Other,326,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_244.npy,Maize,327,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_245.npy,Sugar Cane,328,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_246.npy,Maize,329,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_247.npy,Maize,330,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_248.npy,Maize,331,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_249.npy,Maize,332,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_250.npy,Maize,333,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_251.npy,Maize,334,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_252.npy,Maize,336,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_253.npy,Sweet Potatoes,337,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_254.npy,Maize,338,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_255.npy,Maize,339,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_256.npy,Maize,341,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_257.npy,Other,342,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_258.npy,Maize,343,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_259.npy,Banana,345,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_260.npy,Maize,347,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_261.npy,Maize,348,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_262.npy,Sugar Cane,349,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_263.npy,Maize,352,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_264.npy,Sugar Cane,353,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_265.npy,Sweet Potatoes,355,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_266.npy,Non-Crop,357,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_267.npy,Maize,358,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_268.npy,Maize,361,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_269.npy,Sugar Cane,362,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_270.npy,Maize,363,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_271.npy,Maize,364,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_272.npy,Sugar Cane,365,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_273.npy,Sugar Cane,366,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_274.npy,Maize,367,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_275.npy,Maize,368,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_276.npy,Maize,370,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_277.npy,Sugar Cane,371,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_278.npy,Maize,372,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_279.npy,Maize,373,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_280.npy,Maize,374,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_281.npy,Maize,375,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_282.npy,Other,377,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_283.npy,Maize,378,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_284.npy,Banana,379,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_285.npy,Maize,380,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_286.npy,Sugar Cane,381,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_287.npy,Maize,382,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_288.npy,Maize,383,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_289.npy,Maize,384,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_290.npy,Sugar Cane,385,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_291.npy,Maize,386,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_292.npy,Sweet Potatoes,387,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_293.npy,Maize,388,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_294.npy,Maize,389,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_295.npy,Maize,391,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_296.npy,Maize,392,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_297.npy,Maize,394,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_298.npy,Maize,395,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_299.npy,Maize,396,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_300.npy,Maize,397,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_301.npy,Sugar Cane,400,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_302.npy,Maize,401,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_303.npy,Maize,402,Bungoma,test,train,test,train
kenya_2017_sentinel2_timeseries_304.npy,Sugar Cane,403,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_305.npy,Banana,404,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_306.npy,Maize,405,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_307.npy,Maize,406,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_308.npy,Maize,407,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_309.npy,Maize,408,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_310.npy,Maize,410,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_311.npy,Maize,411,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_312.npy,Maize,415,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_313.npy,Maize,419,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_314.npy,Maize,420,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_315.npy,Sugar Cane,421,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_316.npy,Maize,422,Bungoma,train,train,test,train
kenya_2017_sentinel2_timeseries_317.npy,Maize,423,Bungoma,train,train,test,train
